timestamp,src_port,dst_port,protocol,packet_size,label
2025-10-22T23:16:22.914396,19881,4744,TCP,302,0
2025-10-22T23:16:24.734710,42233,2882,TCP,461,0
2025-10-22T23:16:26.659177,6169,4013,TCP,107,0
2025-10-22T23:16:27.230611,51504,2901,UDP,274,0
2025-10-22T23:16:28.194616,45057,4693,TCP,299,0
2025-10-22T23:16:29.248683,2539,476,UDP,465,0
2025-10-22T23:16:30.973858,19991,593,TCP,385,0
2025-10-22T23:16:31.762314,26767,504,TCP,63,2
2025-10-22T23:16:32.462895,6694,723,TCP,139,2
2025-10-22T23:16:32.824641,11113,557,TCP,82,2
2025-10-22T23:16:33.886846,46350,1815,TCP,142,0
2025-10-22T23:16:35.308717,33282,3431,TCP,52,0
2025-10-22T23:16:37.017569,60855,443,TCP,1453,1
2025-10-22T23:16:37.224525,57960,80,TCP,1488,1
2025-10-22T23:16:37.337379,32213,80,UDP,1034,1
2025-10-22T23:16:37.807431,8260,8080,TCP,1314,1
2025-10-22T23:16:39.224322,8159,7267,UDP,112,0
2025-10-22T23:16:39.661985,37696,4701,TCP,547,0
2025-10-22T23:16:41.236895,44173,3615,TCP,263,0
2025-10-22T23:16:43.012802,10883,7881,TCP,310,0
2025-10-22T23:16:44.036974,19796,679,TCP,515,0
2025-10-22T23:16:45.907565,45771,7217,UDP,594,0
2025-10-22T23:16:47.017393,38446,4449,TCP,223,0
2025-10-22T23:16:48.539879,2369,4704,TCP,218,0
2025-10-22T23:16:50.459503,31475,1463,TCP,305,0
2025-10-22T23:16:51.617444,6283,4464,TCP,550,0
2025-10-22T23:16:52.366032,35660,4328,TCP,237,0
2025-10-22T23:16:52.925544,26010,4119,TCP,337,0
2025-10-22T23:16:54.589398,18902,2092,TCP,347,0
2025-10-22T23:16:55.501775,17341,1246,UDP,198,0
2025-10-22T23:16:56.319420,37514,1002,TCP,199,2
2025-10-22T23:16:57.095949,23915,784,TCP,144,2
2025-10-22T23:16:57.384250,30892,293,TCP,140,2
2025-10-22T23:16:58.777119,31062,939,UDP,195,0
2025-10-22T23:16:59.433152,54327,2075,ICMP,336,0
2025-10-22T23:16:59.745270,3526,652,TCP,107,2
2025-10-22T23:16:59.905727,21898,789,TCP,55,2
2025-10-22T23:17:00.239872,54711,263,TCP,147,2
2025-10-22T23:17:01.670443,52133,6500,TCP,50,0
2025-10-22T23:17:03.179102,58724,1948,TCP,466,0
2025-10-22T23:17:03.912948,12567,2553,UDP,350,0
2025-10-22T23:17:04.890862,19629,5872,TCP,315,0
2025-10-22T23:17:05.824987,51915,1257,TCP,248,0
2025-10-22T23:17:05.843070,10818,6545,ICMP,420,0
2025-10-22T23:17:05.960815,22464,3197,UDP,278,0
2025-10-22T23:17:06.326559,37950,2564,TCP,47,0
2025-10-22T23:17:06.741846,8749,962,TCP,49,0
2025-10-22T23:17:06.919187,64846,5270,TCP,118,0
2025-10-22T23:17:07.777031,57338,4315,TCP,548,0
2025-10-22T23:17:08.854430,62819,5962,UDP,332,0
2025-10-22T23:17:09.975165,10924,1372,TCP,494,0
2025-10-22T23:17:11.284139,39739,2889,UDP,180,0
2025-10-22T23:17:11.671102,28150,2083,TCP,323,0
2025-10-22T23:17:11.819940,38455,7126,TCP,574,0
2025-10-22T23:17:12.011040,31454,3328,TCP,547,0
2025-10-22T23:17:13.278753,38008,4509,TCP,78,0
2025-10-22T23:17:13.772105,41030,1290,TCP,250,0
2025-10-22T23:17:14.161017,32808,8026,TCP,255,0
2025-10-22T23:17:15.334279,17202,6423,TCP,449,0
2025-10-22T23:17:16.239899,34913,4415,TCP,261,0
2025-10-22T23:17:17.829043,29505,2801,TCP,105,0
2025-10-22T23:17:18.374082,16915,5171,ICMP,255,0
2025-10-22T23:17:18.672462,5512,7932,TCP,42,0
2025-10-22T23:17:19.251798,50091,6622,TCP,558,0
2025-10-22T23:17:20.377260,19568,4000,TCP,100,0
2025-10-22T23:17:21.881968,18799,4440,TCP,97,0
2025-10-22T23:17:23.643573,29592,7218,TCP,63,0
2025-10-22T23:17:24.131934,15853,4666,UDP,529,0
2025-10-22T23:17:25.419827,10266,5957,UDP,344,0
2025-10-22T23:17:27.396242,46706,2004,UDP,401,0
2025-10-22T23:17:29.146785,13272,2073,TCP,506,0
2025-10-22T23:17:30.911225,30260,210,TCP,48,2
2025-10-22T23:17:31.058769,24069,621,TCP,173,2
2025-10-22T23:17:31.758307,58240,282,TCP,147,2
2025-10-22T23:17:32.275605,11181,1009,TCP,130,2
2025-10-22T23:17:32.451265,61023,969,TCP,197,2
2025-10-22T23:17:32.493442,39666,237,TCP,149,2
2025-10-22T23:17:32.937713,2239,357,TCP,159,2
2025-10-22T23:17:34.804008,49733,3082,TCP,443,0
2025-10-22T23:17:34.895364,17953,3783,TCP,213,0
2025-10-22T23:17:35.579764,28348,4206,TCP,227,0
2025-10-22T23:17:36.140601,25786,1883,UDP,1202,1
2025-10-22T23:17:36.186483,61758,8080,UDP,1272,1
2025-10-22T23:17:36.862954,36160,8080,TCP,1333,1
2025-10-22T23:17:37.248988,26104,8080,UDP,1132,1
2025-10-22T23:17:37.539157,12816,8080,UDP,1313,1
2025-10-22T23:17:38.439961,33120,7649,TCP,40,0
2025-10-22T23:17:38.503057,57222,1,TCP,80,2
2025-10-22T23:17:38.687732,3705,858,TCP,122,2
2025-10-22T23:17:39.418987,56553,709,TCP,176,2
2025-10-22T23:17:40.036199,18890,3559,TCP,467,0
2025-10-22T23:17:40.297173,48919,276,TCP,563,0
2025-10-22T23:17:41.984884,42616,7283,TCP,231,0
2025-10-22T23:17:43.223764,32822,3097,UDP,132,0
2025-10-22T23:17:43.980000,5339,6855,UDP,591,0
2025-10-22T23:17:45.703047,24539,4265,TCP,139,0
2025-10-22T23:17:46.213369,43478,2757,ICMP,177,0
2025-10-22T23:17:46.496221,14329,1776,ICMP,361,0
2025-10-22T23:17:47.012517,11614,7315,TCP,190,0
2025-10-22T23:17:47.104893,24248,4894,TCP,84,0
2025-10-22T23:17:47.728037,26172,6561,UDP,499,0
2025-10-22T23:17:49.098905,26326,3511,UDP,270,0
2025-10-22T23:17:50.768685,32771,7451,TCP,184,0
2025-10-22T23:17:51.068914,58253,2114,TCP,591,0
2025-10-22T23:17:52.242923,41053,2611,TCP,400,0
2025-10-22T23:17:52.366310,3894,3211,TCP,76,0
2025-10-22T23:17:53.993208,54011,1469,TCP,496,0
2025-10-22T23:17:54.450258,37828,4729,TCP,71,0
2025-10-22T23:17:56.211463,14993,1626,ICMP,247,0
2025-10-22T23:17:57.834997,10083,3432,TCP,282,0
2025-10-22T23:17:59.219418,38995,902,TCP,220,0
2025-10-22T23:18:01.043263,61845,2751,UDP,238,0
2025-10-22T23:18:02.165295,1734,235,ICMP,307,0
2025-10-22T23:18:02.889043,46103,3265,TCP,438,0
2025-10-22T23:18:03.017558,47092,3246,TCP,409,0
2025-10-22T23:18:04.131635,53183,6052,UDP,148,0
2025-10-22T23:18:05.174184,35664,4674,TCP,588,0
2025-10-22T23:18:06.828663,62848,3665,TCP,86,0
2025-10-22T23:18:07.996627,63129,767,TCP,90,2
2025-10-22T23:18:08.310840,21838,418,TCP,115,2
2025-10-22T23:18:08.643918,7264,82,TCP,96,2
2025-10-22T23:18:08.885295,60302,740,TCP,113,2
2025-10-22T23:18:11.250033,45720,5582,UDP,358,0
2025-10-22T23:18:12.110359,32870,5392,TCP,124,0
2025-10-22T23:18:13.512744,12178,3122,TCP,180,0
2025-10-22T23:18:13.867545,64793,62,TCP,378,0
2025-10-22T23:18:14.916561,29029,3569,TCP,179,0
2025-10-22T23:18:16.292381,40138,5998,TCP,444,0
2025-10-22T23:18:17.522269,12608,4086,UDP,298,0
2025-10-22T23:18:17.991220,51236,4329,TCP,531,0
2025-10-22T23:18:18.611475,34606,5464,UDP,363,0
2025-10-22T23:18:19.756839,32172,6586,TCP,246,0
2025-10-22T23:18:21.133301,19083,568,UDP,440,0
2025-10-22T23:18:22.617387,34594,6881,TCP,141,0
2025-10-22T23:18:23.767689,34481,2648,UDP,131,0
2025-10-22T23:18:25.635454,43707,4777,TCP,541,0
2025-10-22T23:18:27.188704,8493,3756,UDP,417,0
2025-10-22T23:18:28.022253,33777,7109,TCP,246,0
2025-10-22T23:18:28.948235,15534,80,TCP,1110,1
2025-10-22T23:18:29.237881,55853,80,TCP,1277,1
2025-10-22T23:18:29.980651,26180,1883,TCP,1380,1
2025-10-22T23:18:30.447697,58003,80,UDP,1136,1
2025-10-22T23:18:31.042277,53590,2589,TCP,554,0
2025-10-22T23:18:33.004594,18404,5030,UDP,469,0
2025-10-22T23:18:34.706488,57513,2699,UDP,407,0
2025-10-22T23:18:35.180389,58734,99,TCP,41,2
2025-10-22T23:18:35.538662,9561,315,TCP,185,2
2025-10-22T23:18:36.234788,61101,99,TCP,193,2
2025-10-22T23:18:36.644886,65192,976,TCP,138,2
2025-10-22T23:18:37.347231,31909,529,TCP,188,2
2025-10-22T23:18:37.983613,47852,315,TCP,119,2
2025-10-22T23:18:39.062390,7548,7627,TCP,582,0
2025-10-22T23:18:39.126469,34617,2308,TCP,582,0
2025-10-22T23:18:40.527902,10334,5491,ICMP,342,0
2025-10-22T23:18:41.448197,7994,3785,UDP,123,0
2025-10-22T23:18:42.288409,6585,2753,TCP,437,0
2025-10-22T23:18:42.906322,35910,5023,UDP,43,0
2025-10-22T23:18:42.925233,35293,3767,TCP,161,0
2025-10-22T23:18:43.640297,17945,1580,UDP,401,0
2025-10-22T23:18:45.399767,32662,3473,UDP,440,0
2025-10-22T23:18:45.479024,24172,1979,TCP,177,0
2025-10-22T23:18:46.078158,63792,173,TCP,162,2
2025-10-22T23:18:46.613680,23806,13,TCP,86,2
2025-10-22T23:18:47.040336,27420,56,TCP,145,2
2025-10-22T23:18:48.245014,35600,4593,TCP,375,0
2025-10-22T23:18:49.799494,7223,885,UDP,525,0
2025-10-22T23:18:51.073218,18576,7282,TCP,493,0
2025-10-22T23:18:51.363267,65380,443,UDP,1297,1
2025-10-22T23:18:52.153269,44514,8080,TCP,1377,1
2025-10-22T23:18:52.239536,50129,80,UDP,1357,1
2025-10-22T23:18:52.393351,43691,1883,TCP,1222,1
2025-10-22T23:18:53.120199,48072,8080,UDP,1190,1
2025-10-22T23:18:53.274712,43030,1883,TCP,1159,1
2025-10-22T23:18:55.195196,60687,3269,TCP,356,0
2025-10-22T23:18:57.035852,57041,415,TCP,363,0
2025-10-22T23:18:58.834605,25000,1301,TCP,83,0
2025-10-22T23:19:00.232381,57300,2722,UDP,299,0
2025-10-22T23:19:01.539344,43673,114,TCP,371,0
2025-10-22T23:19:03.083063,54412,3756,TCP,552,0
2025-10-22T23:19:03.615873,14878,3629,TCP,332,0
2025-10-22T23:19:04.499463,20292,932,TCP,569,0
2025-10-22T23:19:05.366409,43830,7982,TCP,445,0
2025-10-22T23:19:06.528071,10230,7057,TCP,66,0
2025-10-22T23:19:06.686969,16447,2059,TCP,418,0
2025-10-22T23:19:08.173194,24832,3749,TCP,464,0
2025-10-22T23:19:10.076127,12972,3171,TCP,175,0
2025-10-22T23:19:10.411958,50736,6909,TCP,324,0
2025-10-22T23:19:12.409721,13691,5195,TCP,555,0
2025-10-22T23:19:13.779332,59380,4177,TCP,406,0
2025-10-22T23:19:14.365780,23982,5555,TCP,149,0
2025-10-22T23:19:16.090076,8996,5634,TCP,544,0
2025-10-22T23:19:16.612954,40868,1589,TCP,208,0
2025-10-22T23:19:17.857510,49461,7454,ICMP,216,0
2025-10-22T23:19:18.753553,44047,7343,TCP,191,0
2025-10-22T23:19:20.107430,7087,7533,UDP,429,0
2025-10-22T23:19:21.701028,63025,5505,TCP,132,0
2025-10-22T23:19:23.554760,51281,2946,ICMP,595,0
2025-10-22T23:19:24.064895,53056,4448,TCP,479,0
2025-10-22T23:19:24.710546,35423,7903,TCP,184,0
2025-10-22T23:19:26.701201,33162,5378,TCP,484,0
2025-10-22T23:19:28.001818,55763,4967,TCP,575,0
2025-10-22T23:19:29.314046,51777,888,TCP,596,0
2025-10-22T23:19:30.003096,15799,376,TCP,534,0
2025-10-22T23:19:30.408529,9304,443,UDP,1043,1
2025-10-22T23:19:30.559192,49777,1883,TCP,1132,1
2025-10-22T23:19:31.233855,63731,8080,TCP,1047,1
2025-10-22T23:19:32.028150,44104,1883,UDP,1139,1
2025-10-22T23:19:32.389894,26787,80,TCP,1382,1
2025-10-22T23:19:33.919030,61341,2773,TCP,151,0
2025-10-22T23:19:34.980138,44233,1619,TCP,591,0
2025-10-22T23:19:36.262374,40681,1438,TCP,258,0
2025-10-22T23:19:36.538018,22666,2916,UDP,443,0
2025-10-22T23:19:38.048127,52989,7124,TCP,305,0
2025-10-22T23:19:38.487703,25172,7051,TCP,466,0
2025-10-22T23:19:40.030184,48229,4730,TCP,205,0
2025-10-22T23:19:41.339891,24091,741,TCP,197,2
2025-10-22T23:19:41.797135,44265,273,TCP,124,2
2025-10-22T23:19:41.835335,56440,1014,TCP,119,2
2025-10-22T23:19:42.137403,36716,605,TCP,167,2
2025-10-22T23:19:44.043468,32275,565,TCP,109,2
2025-10-22T23:19:44.359222,40511,72,TCP,171,2
2025-10-22T23:19:44.636140,63672,945,TCP,52,2
2025-10-22T23:19:44.998717,34353,668,TCP,200,2
2025-10-22T23:19:45.208077,23625,929,TCP,43,2
2025-10-22T23:19:45.653339,5565,191,TCP,192,2
2025-10-22T23:19:46.382700,62562,874,TCP,149,2
2025-10-22T23:19:47.891380,51898,4491,TCP,493,0
2025-10-22T23:19:49.479067,59649,3926,TCP,531,0
2025-10-22T23:19:50.906256,47934,4136,UDP,468,0
2025-10-22T23:19:51.519025,5706,4236,UDP,559,0
2025-10-22T23:19:52.714248,1382,3205,TCP,175,0
2025-10-22T23:19:54.602175,10984,114,TCP,293,0
2025-10-22T23:19:55.533348,49939,1126,TCP,427,0
2025-10-22T23:19:57.125053,62534,2345,TCP,153,0
2025-10-22T23:19:57.751252,28489,80,TCP,1118,1
2025-10-22T23:19:57.972441,41168,80,UDP,1031,1
2025-10-22T23:19:58.147190,23863,8080,UDP,1321,1
2025-10-22T23:19:58.780541,56972,1883,UDP,1475,1
2025-10-22T23:19:59.229844,27715,443,TCP,1062,1
2025-10-22T23:19:59.622249,20929,1883,UDP,1107,1
2025-10-22T23:19:59.797444,58831,1883,TCP,1340,1
2025-10-22T23:20:00.566443,46272,6033,TCP,332,0
2025-10-22T23:20:02.012545,24877,6167,TCP,146,0
2025-10-22T23:20:03.827399,35219,5490,TCP,600,0
2025-10-22T23:20:04.734790,33611,1391,UDP,573,0
2025-10-22T23:20:04.917705,36235,443,UDP,1338,1
2025-10-22T23:20:05.610619,53886,443,UDP,1157,1
2025-10-22T23:20:06.289336,3889,443,TCP,1187,1
2025-10-22T23:20:06.586800,31932,8080,UDP,1007,1
2025-10-22T23:20:07.181941,8731,8080,TCP,1492,1
2025-10-22T23:20:07.610931,38034,80,TCP,1175,1
2025-10-22T23:20:08.266040,56089,443,UDP,1370,1
2025-10-22T23:20:08.718739,62742,4464,TCP,550,0
2025-10-22T23:20:10.563379,30899,6101,TCP,406,0
2025-10-22T23:20:11.625838,4358,448,TCP,95,2
2025-10-22T23:20:11.829614,11930,817,TCP,49,2
2025-10-22T23:20:12.624283,5031,728,TCP,150,2
2025-10-22T23:20:12.908168,9453,553,TCP,49,2
2025-10-22T23:20:13.254238,6952,788,TCP,135,2
2025-10-22T23:20:15.629097,50443,7987,TCP,158,0
2025-10-22T23:20:16.030846,23258,2648,UDP,138,0
2025-10-22T23:20:17.093112,16947,1723,TCP,341,0
2025-10-22T23:20:17.711800,49201,3627,TCP,461,0
2025-10-22T23:20:19.605183,33991,7869,TCP,452,0
2025-10-22T23:20:21.189294,24962,4253,TCP,238,0
2025-10-22T23:20:21.246373,64156,7099,UDP,568,0
2025-10-22T23:20:22.893287,47054,7303,TCP,398,0
2025-10-22T23:20:24.089208,64706,6932,TCP,583,0
2025-10-22T23:20:25.120247,54288,4971,TCP,583,0
2025-10-22T23:20:25.238684,15542,4323,TCP,423,0
2025-10-22T23:20:25.449590,52166,447,TCP,536,0
2025-10-22T23:20:27.004971,59348,523,TCP,362,0
2025-10-22T23:20:28.443896,3348,5419,TCP,286,0
2025-10-22T23:20:28.465960,43527,6523,TCP,435,0
2025-10-22T23:20:28.637629,24388,4849,TCP,138,0
2025-10-22T23:20:29.826552,9543,443,TCP,1266,1
2025-10-22T23:20:30.160145,24035,443,TCP,1244,1
2025-10-22T23:20:30.728406,38884,8080,UDP,1478,1
2025-10-22T23:20:31.114096,54478,80,UDP,1233,1
2025-10-22T23:20:32.343750,14703,4851,TCP,278,0
2025-10-22T23:20:33.556044,55267,458,TCP,145,0
2025-10-22T23:20:34.763499,60216,177,TCP,86,2
2025-10-22T23:20:34.892635,15081,437,TCP,179,2
2025-10-22T23:20:35.178563,27065,820,TCP,153,2
2025-10-22T23:20:35.197906,39856,649,TCP,159,2
2025-10-22T23:20:35.941641,29618,876,TCP,89,2
2025-10-22T23:20:36.317302,39697,798,TCP,112,2
2025-10-22T23:20:36.772487,26829,997,TCP,85,2
2025-10-22T23:20:38.031933,12257,5268,UDP,414,0
2025-10-22T23:20:39.763172,42662,226,TCP,235,0
2025-10-22T23:20:40.281586,57828,7898,UDP,199,0
2025-10-22T23:20:41.440284,13922,1279,TCP,88,0
2025-10-22T23:20:42.747926,29229,5126,TCP,143,0
2025-10-22T23:20:44.509777,30775,7329,TCP,472,0
2025-10-22T23:20:46.191422,28517,7244,TCP,317,0
2025-10-22T23:20:47.947811,21021,5172,TCP,433,0
2025-10-22T23:20:48.355445,51437,4819,TCP,484,0
2025-10-22T23:20:48.549095,45905,378,TCP,478,0
2025-10-22T23:20:49.683570,18474,540,TCP,513,0
2025-10-22T23:20:50.354277,58251,7400,TCP,299,0
2025-10-22T23:20:50.610080,6601,4347,TCP,377,0
2025-10-22T23:20:51.235466,12297,7221,TCP,304,0
2025-10-22T23:20:52.086750,50184,4472,TCP,332,0
2025-10-22T23:20:53.143727,38330,7259,UDP,469,0
2025-10-22T23:20:54.292906,32855,4010,TCP,302,0
2025-10-22T23:20:55.752858,53502,4251,UDP,112,0
2025-10-22T23:20:56.322895,44460,6656,UDP,440,0
2025-10-22T23:20:56.748361,37622,3378,UDP,526,0
2025-10-22T23:20:56.957800,21766,1883,TCP,1159,1
2025-10-22T23:20:57.016826,53020,8080,TCP,1080,1
2025-10-22T23:20:57.067892,35182,80,TCP,1276,1
2025-10-22T23:20:57.427517,12060,1883,UDP,1187,1
2025-10-22T23:20:58.154476,64011,1883,UDP,1433,1
2025-10-22T23:20:58.768068,6635,443,TCP,1184,1
2025-10-22T23:20:59.131705,16289,80,TCP,1220,1
2025-10-22T23:21:00.754801,6199,4136,TCP,344,0
2025-10-22T23:21:02.722080,3433,5538,TCP,573,0
2025-10-22T23:21:04.146902,49531,2061,ICMP,253,0
2025-10-22T23:21:05.582587,3185,3854,TCP,591,0
2025-10-22T23:21:06.729085,18469,775,TCP,91,2
2025-10-22T23:21:07.264221,22575,719,TCP,114,2
2025-10-22T23:21:07.811253,25411,724,TCP,126,2
2025-10-22T23:21:09.502830,20534,2941,TCP,532,0
2025-10-22T23:21:11.480819,23612,518,TCP,581,0
2025-10-22T23:21:12.867604,50421,3448,TCP,353,0
2025-10-22T23:21:14.525168,43605,3672,TCP,555,0
2025-10-22T23:21:16.078875,12470,1325,TCP,346,0
2025-10-22T23:21:16.105145,16789,2965,TCP,456,0
2025-10-22T23:21:17.141950,4003,4905,TCP,376,0
2025-10-22T23:21:17.499460,60966,4830,UDP,370,0
2025-10-22T23:21:19.012082,49781,2772,UDP,293,0
2025-10-22T23:21:19.200995,57812,3973,UDP,522,0
2025-10-22T23:21:19.523735,8201,2460,TCP,98,0
2025-10-22T23:21:21.355318,21952,3422,UDP,161,0
2025-10-22T23:21:22.234561,38958,7876,UDP,264,0
2025-10-22T23:21:24.140478,64482,443,TCP,1302,1
2025-10-22T23:21:24.318490,6239,80,TCP,1040,1
2025-10-22T23:21:24.937257,26432,8080,TCP,1370,1
2025-10-22T23:21:25.129246,34556,1883,UDP,1310,1
2025-10-22T23:21:25.635557,32798,1883,TCP,1054,1
2025-10-22T23:21:26.206117,47275,80,UDP,1462,1
2025-10-22T23:21:26.442728,48061,2138,TCP,581,0
2025-10-22T23:21:27.875727,21228,43,TCP,91,0
2025-10-22T23:21:28.351310,49598,4341,TCP,273,0
2025-10-22T23:21:30.184051,33086,4798,TCP,436,0
2025-10-22T23:21:31.612567,61289,3641,UDP,466,0
2025-10-22T23:21:32.714612,64069,6273,TCP,42,0
2025-10-22T23:21:33.202734,38105,6235,TCP,246,0
2025-10-22T23:21:33.649068,47819,1509,UDP,380,0
2025-10-22T23:21:34.654913,16581,2147,ICMP,198,0
2025-10-22T23:21:36.396639,18720,3569,TCP,583,0
2025-10-22T23:21:37.268998,23985,4649,TCP,146,0
2025-10-22T23:21:38.550655,13940,2448,TCP,347,0
2025-10-22T23:21:39.841412,45030,7150,TCP,386,0
2025-10-22T23:21:40.586384,20022,7575,TCP,143,0
2025-10-22T23:21:42.495212,11717,4249,UDP,533,0
2025-10-22T23:21:43.984989,55353,3666,TCP,395,0
2025-10-22T23:21:44.677925,63067,5985,TCP,236,0
2025-10-22T23:21:45.432925,14989,7179,TCP,248,0
2025-10-22T23:21:45.799200,61011,7053,TCP,316,0
2025-10-22T23:21:46.783294,41443,4845,TCP,171,0
2025-10-22T23:21:47.462588,62228,3180,TCP,167,0
2025-10-22T23:21:48.442730,26821,5249,TCP,201,0
2025-10-22T23:21:48.724521,21540,513,TCP,78,2
2025-10-22T23:21:49.236102,43017,815,TCP,67,2
2025-10-22T23:21:50.015226,7471,902,TCP,134,2
2025-10-22T23:21:50.582311,55606,641,TCP,51,0
2025-10-22T23:21:51.801718,7390,2410,UDP,310,0
2025-10-22T23:21:52.202443,45909,6048,TCP,466,0
2025-10-22T23:21:52.847256,14713,2229,TCP,547,0
2025-10-22T23:21:53.455210,43340,7559,TCP,592,0
2025-10-22T23:21:54.780499,57859,4856,TCP,498,0
2025-10-22T23:21:55.953510,62495,3976,TCP,40,0
2025-10-22T23:21:57.677683,31950,6009,UDP,359,0
2025-10-22T23:21:57.882948,26416,1841,TCP,375,0
2025-10-22T23:21:59.362294,52072,1704,UDP,543,0
2025-10-22T23:22:00.320359,11630,4556,TCP,266,0
2025-10-22T23:22:01.850191,46810,6790,UDP,105,0
2025-10-22T23:22:03.099155,20671,4502,ICMP,567,0
2025-10-22T23:22:04.889609,56701,1153,TCP,541,0
2025-10-22T23:22:05.127169,19248,1899,TCP,593,0
2025-10-22T23:22:06.194565,5594,5160,UDP,434,0
2025-10-22T23:22:07.426389,35835,787,TCP,124,0
2025-10-22T23:22:07.556183,54660,5386,TCP,201,0
2025-10-22T23:22:08.258513,33550,2186,TCP,100,0
2025-10-22T23:22:08.466637,22551,3773,TCP,555,0
2025-10-22T23:22:09.496071,58472,6871,TCP,61,0
2025-10-22T23:22:11.264783,19773,882,ICMP,304,0
2025-10-22T23:22:13.257133,43360,1821,UDP,301,0
2025-10-22T23:22:13.652708,4660,6216,TCP,428,0
2025-10-22T23:22:14.197012,1702,2324,TCP,149,0
2025-10-22T23:22:14.970457,24072,5145,TCP,190,0
2025-10-22T23:22:16.037205,58656,4283,TCP,201,0
2025-10-22T23:22:17.055441,62426,5954,TCP,255,0
2025-10-22T23:22:18.858001,35490,6365,TCP,90,0
2025-10-22T23:22:20.328254,21439,7034,TCP,336,0
2025-10-22T23:22:21.777675,50010,23,TCP,49,2
2025-10-22T23:22:22.097037,63884,878,TCP,175,2
2025-10-22T23:22:22.842151,45211,827,TCP,179,2
2025-10-22T23:22:22.956904,39240,859,TCP,162,2
2025-10-22T23:22:23.550745,6730,427,TCP,179,2
2025-10-22T23:22:23.760464,20581,955,TCP,159,2
2025-10-22T23:22:25.566942,6625,6034,TCP,225,0
2025-10-22T23:22:27.299160,15102,1791,TCP,508,0
2025-10-22T23:22:29.021152,53800,3650,TCP,237,0
2025-10-22T23:22:30.788656,51691,2618,UDP,322,0
2025-10-22T23:22:30.818009,54342,4301,TCP,57,0
2025-10-22T23:22:31.274464,54624,3782,UDP,199,0
2025-10-22T23:22:32.069766,51107,4614,TCP,74,0
2025-10-22T23:22:32.992351,29879,6345,UDP,482,0
2025-10-22T23:22:33.805984,64207,1013,TCP,524,0
2025-10-22T23:22:35.127114,13632,2407,TCP,463,0
2025-10-22T23:22:36.380808,15720,4163,TCP,225,0
2025-10-22T23:22:37.202162,16603,8000,TCP,245,0
2025-10-22T23:22:37.461756,2183,879,TCP,102,0
2025-10-22T23:22:38.521419,8002,6490,TCP,139,0
2025-10-22T23:22:40.216944,53338,4369,TCP,524,0
2025-10-22T23:22:41.961439,34726,5613,TCP,260,0
2025-10-22T23:22:43.194657,9233,210,UDP,524,0
2025-10-22T23:22:43.563069,25646,36,TCP,160,2
2025-10-22T23:22:43.803578,21668,478,TCP,190,2
2025-10-22T23:22:44.177884,63536,642,TCP,62,2
2025-10-22T23:22:46.944368,47342,6771,TCP,383,0
2025-10-22T23:22:47.618018,25405,2181,UDP,233,0
2025-10-22T23:22:48.355156,34427,1231,TCP,54,0
